game_id,side,id,year,region,round,high_bracket_seed,high_team_id,low_bracket_seed,low_team_id,high_bracket_score,low_bracket_score,point_diff,point_total,win
20211101,b,1101,2021,East,First Round,16,2021 Utah Valley,1,2021 Stanford,44,87,-43,131,0
20221101,b,1101,2022,South,First Round,16,2022 Howard,1,2022 South Carolina,21,79,-58,100,0
20231101,b,1101,2023,South,First Round,16,2023 Norfolk St.,1,2023 South Carolina,40,72,-32,112,0
20241101,b,1101,2024,South,First Round,16,2024 Presbyterian,1,2024 South Carolina,39,91,-52,130,0
20251101b,b,1101,2025,South,First Round,16,2025 Southern,1,2025 UCLA,46,84,-38,130,0
20211201,b,1201,2021,West,First Round,16,2021 Mercer,1,2021 South Carolina,53,79,-26,132,0
20221201,b,1201,2022,Midwest,First Round,16,2022 Albany,1,2022 Louisville,51,83,-32,134,0
20231201,b,1201,2023,Midwest,First Round,16,2023 Tennessee Tech,1,2023 Indiana,47,77,-30,124,0
20241201,b,1201,2024,Midwest,First Round,16,2024 Drexel,1,2024 Texas,42,82,-40,124,0
20251201b,b,1201,2025,Midwest,First Round,16,2025 Tennessee Tech,1,2025 South Carolina,48,108,-60,156,0
20211301,b,1301,2021,South,First Round,16,2021 North Carolina A&T,1,2021 North Carolina St.,58,79,-21,137,0
20221301,b,1301,2022,West,First Round,16,2022 Montana St.,1,2022 Stanford,37,78,-41,115,0
20231301,b,1301,2023,West,First Round,16,2023 Chattanooga,1,2023 Virginia Tech,33,58,-25,91,0
20241301,b,1301,2024,East,First Round,16,2024 Holy Cross,1,2024 Iowa,65,91,-26,156,0
20251301b,b,1301,2025,East,First Round,16,2025 William & Mary,1,2025 Texas,61,105,-44,166,0
20211401,b,1401,2021,Midwest,First Round,16,2021 High Point,1,2021 Connecticut,59,102,-43,161,0
20221401,b,1401,2022,East,First Round,16,2022 Longwood,1,2022 North Carolina St.,68,96,-28,164,0
20231401,b,1401,2023,East,First Round,16,2023 Sacred Heart,1,2023 Stanford,49,92,-43,141,0
20241401,b,1401,2024,West,First Round,16,2024 Texas A&M Corpus Chris,1,2024 USC,55,87,-32,142,0
20251401b,b,1401,2025,West,First Round,16,2025 UNC Greensboro,1,2025 USC,25,72,-47,97,0
20212109,b,2109,2021,East,Second Round,8,2021 Oklahoma St.,1,2021 Stanford,62,73,-11,135,0
20222109,b,2109,2022,South,Second Round,8,2022 Miami FL,1,2022 South Carolina,33,49,-16,82,0
20232109,b,2109,2023,South,Second Round,8,2023 South Florida,1,2023 South Carolina,45,76,-31,121,0
20242109,b,2109,2024,South,Second Round,8,2024 North Carolina,1,2024 South Carolina,41,88,-47,129,0
20252109b,b,2109,2025,South,Second Round,8,2025 Richmond,1,2025 UCLA,67,84,-17,151,0
20212209,b,2209,2021,West,Second Round,8,2021 Oregon St.,1,2021 South Carolina,42,59,-17,101,0
20222209,b,2209,2022,Midwest,Second Round,9,2022 Gonzaga,1,2022 Louisville,59,68,-9,127,0
20232209,b,2209,2023,Midwest,Second Round,9,2023 Miami FL,1,2023 Indiana,70,68,2,138,1
20242209,b,2209,2024,Midwest,Second Round,8,2024 Alabama,1,2024 Texas,45,65,-20,110,0
20252209b,b,2209,2025,Midwest,Second Round,9,2025 Indiana,1,2025 South Carolina,53,64,-11,117,0
20212309,b,2309,2021,South,Second Round,8,2021 South Florida,1,2021 North Carolina St.,67,79,-12,146,0
20222309,b,2309,2022,West,Second Round,8,2022 Kansas,1,2022 Stanford,65,91,-26,156,0
20232309,b,2309,2023,West,Second Round,9,2023 South Dakota St.,1,2023 Virginia Tech,60,72,-12,132,0
20242309,b,2309,2024,East,Second Round,8,2024 West Virginia,1,2024 Iowa,54,64,-10,118,0
20252309b,b,2309,2025,East,Second Round,8,2025 Illinois,1,2025 Texas,48,65,-17,113,0
20212409,b,2409,2021,Midwest,Second Round,8,2021 Syracuse,1,2021 Connecticut,47,83,-36,130,0
20222409,b,2409,2022,East,Second Round,9,2022 Kansas St.,1,2022 North Carolina St.,57,89,-32,146,0
20232409,b,2409,2023,East,Second Round,8,2023 Mississippi,1,2023 Stanford,54,49,5,103,1
20242409,b,2409,2024,West,Second Round,8,2024 Kansas,1,2024 USC,55,73,-18,128,0
20252409b,b,2409,2025,West,Second Round,9,2025 Mississippi St.,1,2025 USC,59,96,-37,155,0
20213113,b,3113,2021,East,Sweet 16,5,2021 Missouri St.,1,2021 Stanford,62,89,-27,151,0
20223113,b,3113,2022,South,Sweet 16,5,2022 North Carolina,1,2022 South Carolina,61,69,-8,130,0
20233113,b,3113,2023,South,Sweet 16,4,2023 UCLA,1,2023 South Carolina,43,59,-16,102,0
20243113,b,3113,2024,South,Sweet 16,4,2024 Indiana,1,2024 South Carolina,75,79,-4,154,0
20253113b,b,3113,2025,South,Sweet 16,5,2025 Mississippi,1,2025 UCLA,62,76,-14,138,0
20213213,b,3213,2021,West,Sweet 16,5,2021 Georgia Tech,1,2021 South Carolina,65,76,-11,141,0
20223213,b,3213,2022,Midwest,Sweet 16,4,2022 Tennessee,1,2022 Louisville,64,76,-12,140,0
20243213,b,3213,2024,Midwest,Sweet 16,4,2024 Gonzaga,1,2024 Texas,47,69,-22,116,0
20253213b,b,3213,2025,Midwest,Sweet 16,4,2025 Maryland,1,2025 South Carolina,67,71,-4,138,0
20213313,b,3313,2021,South,Sweet 16,4,2021 Indiana,1,2021 North Carolina St.,73,70,3,143,1
20223313,b,3313,2022,West,Sweet 16,4,2022 Maryland,1,2022 Stanford,66,72,-6,138,0
20233313,b,3313,2023,West,Sweet 16,4,2023 Tennessee,1,2023 Virginia Tech,64,73,-9,137,0
20243313,b,3313,2024,East,Sweet 16,5,2024 Colorado,1,2024 Iowa,68,89,-21,157,0
20253313b,b,3313,2025,East,Sweet 16,5,2025 Tennessee,1,2025 Texas,59,67,-8,126,0
20213413,b,3413,2021,Midwest,Sweet 16,5,2021 Iowa,1,2021 Connecticut,72,92,-20,164,0
20223413,b,3413,2022,East,Sweet 16,5,2022 Notre Dame,1,2022 North Carolina St.,63,66,-3,129,0
20243413,b,3413,2024,West,Sweet 16,5,2024 Baylor,1,2024 USC,70,74,-4,144,0
20253413b,b,3413,2025,West,Sweet 16,5,2025 Kansas St.,1,2025 USC,61,67,-6,128,0
20214115,b,4115,2021,East,Elite Eight,2,2021 Louisville,1,2021 Stanford,63,78,-15,141,0
20224115,b,4115,2022,South,Elite Eight,10,2022 Creighton,1,2022 South Carolina,50,80,-30,130,0
20234115,b,4115,2023,South,Elite Eight,2,2023 Maryland,1,2023 South Carolina,75,86,-11,161,0
20244115,b,4115,2024,South,Elite Eight,3,2024 Oregon St.,1,2024 South Carolina,58,70,-12,128,0
20254115b,b,4115,2025,South,Elite Eight,3,2025 LSU,1,2025 UCLA,65,72,-7,137,0
20214215,b,4215,2021,West,Elite Eight,6,2021 Texas,1,2021 South Carolina,34,62,-28,96,0
20224215,b,4215,2022,Midwest,Elite Eight,3,2022 Michigan,1,2022 Louisville,50,62,-12,112,0
20244215,b,4215,2024,Midwest,Elite Eight,3,2024 North Carolina St.,1,2024 Texas,76,66,10,142,1
20254215b,b,4215,2025,Midwest,Elite Eight,2,2025 Duke,1,2025 South Carolina,50,54,-4,104,0
20224315,b,4315,2022,West,Elite Eight,2,2022 Texas,1,2022 Stanford,50,59,-9,109,0
20234315,b,4315,2023,West,Elite Eight,3,2023 Ohio St.,1,2023 Virginia Tech,74,84,-10,158,0
20244315,b,4315,2024,East,Elite Eight,3,2024 LSU,1,2024 Iowa,87,94,-7,181,0
20254315b,b,4315,2025,East,Elite Eight,2,2025 TCU,1,2025 Texas,47,58,-11,105,0
20214415,b,4415,2021,Midwest,Elite Eight,2,2021 Baylor,1,2021 Connecticut,67,69,-2,136,0
20224415,b,4415,2022,East,Elite Eight,2,2022 Connecticut,1,2022 North Carolina St.,91,87,4,178,1
20244415,b,4415,2024,West,Elite Eight,3,2024 Connecticut,1,2024 USC,80,73,7,153,1
20254415b,b,4415,2025,West,Elite Eight,2,2025 Connecticut,1,2025 USC,78,64,14,142,1
20215516,a,5516,2021,Final Four,Final Four,1,2021 Stanford,1,2021 South Carolina,66,65,1,131,1
20225516,a,5516,2022,Final Four,Final Four,1,2022 South Carolina,1,2022 Louisville,72,59,13,131,1
20215516,b,5516,2021,Final Four,Final Four,1,2021 South Carolina,1,2021 Stanford,65,66,-1,131,0
20225516,b,5516,2022,Final Four,Final Four,1,2022 Louisville,1,2022 South Carolina,59,72,-13,131,0
20235516,b,5516,2023,Final Four,Final Four,2,2023 Iowa,1,2023 South Carolina,77,73,4,150,1
20245516,b,5516,2024,Final Four,Final Four,3,2024 North Carolina St.,1,2024 South Carolina,59,78,-19,137,0
20255516b,b,5516,2025,Final Four,Final Four,2,2025 Connecticut,1,2025 UCLA,85,51,34,136,1
20215517,a,5517,2021,Final Four,Final Four,3,2021 Arizona,1,2021 Connecticut,69,59,10,128,1
20235517,a,5517,2023,Final Four,Final Four,3,2023 LSU,1,2023 Virginia Tech,79,72,7,151,1
20255517a,a,5517,2025,Final Four,Final Four,1,2025 South Carolina,1,2025 Texas,74,57,17,131,1
20225517,b,5517,2022,Final Four,Final Four,2,2022 Connecticut,1,2022 Stanford,63,58,5,121,1
20245517,b,5517,2024,Final Four,Final Four,3,2024 Connecticut,1,2024 Iowa,69,71,-2,140,0
20255517b,b,5517,2025,Final Four,Final Four,1,2025 Texas,1,2025 South Carolina,57,74,-17,131,0
20245618,a,5618,2024,Final Four,Championship,1,2024 South Carolina,1,2024 Iowa,87,75,12,162,1
20255618a,a,5618,2025,Final Four,Championship,2,2025 Connecticut,1,2025 South Carolina,82,59,23,141,1
20215618,b,5618,2021,Final Four,Championship,3,2021 Arizona,1,2021 Stanford,53,54,-1,107,0
20225618,b,5618,2022,Final Four,Championship,2,2022 Connecticut,1,2022 South Carolina,49,64,-15,113,0
20245618,b,5618,2024,Final Four,Championship,1,2024 Iowa,1,2024 South Carolina,75,87,-12,162,0
20211102,b,1102,2021,East,First Round,15,2021 Marist,2,2021 Louisville,43,74,-31,117,0
20221102,b,1102,2022,South,First Round,15,2022 Illinois St.,2,2022 Iowa,58,98,-40,156,0
20231102,b,1102,2023,South,First Round,15,2023 Holy Cross,2,2023 Maryland,61,93,-32,154,0
20241102,b,1102,2024,South,First Round,15,2024 Kent St.,2,2024 Notre Dame,67,81,-14,148,0
20251102b,b,1102,2025,South,First Round,15,2025 Vermont,2,2025 North Carolina St.,55,75,-20,130,0
20211202,b,1202,2021,West,First Round,15,2021 Mount St. Mary's,2,2021 Maryland,45,98,-53,143,0
20221202,b,1202,2022,Midwest,First Round,15,2022 Hawaii,2,2022 Baylor,49,89,-40,138,0
20231202,b,1202,2023,Midwest,First Round,15,2023 Gardner Webb,2,2023 Utah,77,103,-26,180,0
20241202,b,1202,2024,Midwest,First Round,15,2024 Norfolk St.,2,2024 Stanford,50,79,-29,129,0
20251202b,b,1202,2025,Midwest,First Round,15,2025 Lehigh,2,2025 Duke,25,86,-61,111,0
20211302,b,1302,2021,South,First Round,15,2021 Troy,2,2021 Texas A&M,80,84,-4,164,0
20221302,b,1302,2022,West,First Round,15,2022 Fairfield,2,2022 Texas,52,70,-18,122,0
20231302,b,1302,2023,West,First Round,15,2023 Vermont,2,2023 Connecticut,52,95,-43,147,0
20241302,b,1302,2024,East,First Round,15,2024 California Baptist,2,2024 UCLA,55,84,-29,139,0
20251302b,b,1302,2025,East,First Round,15,2025 Fairleigh Dickinson,2,2025 TCU,51,73,-22,124,0
20211402,b,1402,2021,Midwest,First Round,15,2021 Jackson St.,2,2021 Baylor,52,101,-49,153,0
20221402,b,1402,2022,East,First Round,15,2022 Mercer,2,2022 Connecticut,38,83,-45,121,0
20231402,b,1402,2023,East,First Round,15,2023 Southeastern Louisiana,2,2023 Iowa,43,95,-52,138,0
20241402,b,1402,2024,West,First Round,15,2024 Maine,2,2024 Ohio St.,57,80,-23,137,0
20251402b,b,1402,2025,West,First Round,15,2025 Arkansas St.,2,2025 Connecticut,34,103,-69,137,0
20212112,a,2112,2021,East,Second Round,7,2021 Northwestern,2,2021 Louisville,63,62,1,125,1
20222112,a,2112,2022,South,Second Round,10,2022 Creighton,2,2022 Iowa,64,62,2,126,1
20232112,a,2112,2023,South,Second Round,7,2023 Arizona,2,2023 Maryland,64,77,-13,141,0
20242112,a,2112,2024,South,Second Round,7,2024 Mississippi,2,2024 Notre Dame,56,71,-15,127,0
20252112a,a,2112,2025,South,Second Round,7,2025 Michigan St.,2,2025 North Carolina St.,49,83,-34,132,0
20212212,a,2212,2021,West,Second Round,7,2021 Alabama,2,2021 Maryland,64,100,-36,164,0
20222212,a,2212,2022,Midwest,Second Round,10,2022 South Dakota,2,2022 Baylor,61,47,14,108,1
20232212,a,2212,2023,Midwest,Second Round,10,2023 Princeton,2,2023 Utah,56,63,-7,119,0
20242212,a,2212,2024,Midwest,Second Round,7,2024 Iowa St.,2,2024 Stanford,81,87,-6,168,0
20252212a,a,2212,2025,Midwest,Second Round,10,2025 Oregon,2,2025 Duke,53,59,-6,112,0
20212312,a,2312,2021,South,Second Round,7,2021 Iowa St.,2,2021 Texas A&M,82,84,-2,166,0
20222312,a,2312,2022,West,Second Round,7,2022 Utah,2,2022 Texas,56,78,-22,134,0
20232312,a,2312,2023,West,Second Round,7,2023 Baylor,2,2023 Connecticut,58,77,-19,135,0
20242312,a,2312,2024,East,Second Round,7,2024 Creighton,2,2024 UCLA,63,67,-4,130,0
20252312a,a,2312,2025,East,Second Round,7,2025 Louisville,2,2025 TCU,70,85,-15,155,0
20212412,a,2412,2021,Midwest,Second Round,7,2021 Virginia Tech,2,2021 Baylor,48,90,-42,138,0
20222412,a,2412,2022,East,Second Round,7,2022 UCF,2,2022 Connecticut,47,52,-5,99,0
20232412,a,2412,2023,East,Second Round,10,2023 Georgia,2,2023 Iowa,66,74,-8,140,0
20242412,a,2412,2024,West,Second Round,7,2024 Duke,2,2024 Ohio St.,75,63,12,138,1
20252412a,a,2412,2025,West,Second Round,10,2025 South Dakota St.,2,2025 Connecticut,57,91,-34,148,0
20213114,a,3114,2021,East,Sweet 16,6,2021 Oregon,2,2021 Louisville,42,60,-18,102,0
20233114,a,3114,2023,South,Sweet 16,3,2023 Notre Dame,2,2023 Maryland,59,76,-17,135,0
20243114,a,3114,2024,South,Sweet 16,3,2024 Oregon St.,2,2024 Notre Dame,70,65,5,135,1
20253114a,a,3114,2025,South,Sweet 16,3,2025 LSU,2,2025 North Carolina St.,80,73,7,153,1
20213214,a,3214,2021,West,Sweet 16,6,2021 Texas,2,2021 Maryland,64,61,3,125,1
20233214,a,3214,2023,Midwest,Sweet 16,3,2023 LSU,2,2023 Utah,66,63,3,129,1
20243214,a,3214,2024,Midwest,Sweet 16,3,2024 North Carolina St.,2,2024 Stanford,77,67,10,144,1
20253214a,a,3214,2025,Midwest,Sweet 16,3,2025 North Carolina,2,2025 Duke,38,47,-9,85,0
20213314,a,3314,2021,South,Sweet 16,3,2021 Arizona,2,2021 Texas A&M,74,59,15,133,1
20223314,a,3314,2022,West,Sweet 16,6,2022 Ohio St.,2,2022 Texas,63,66,-3,129,0
20233314,a,3314,2023,West,Sweet 16,3,2023 Ohio St.,2,2023 Connecticut,73,61,12,134,1
20243314,a,3314,2024,East,Sweet 16,3,2024 LSU,2,2024 UCLA,78,69,9,147,1
20253314a,a,3314,2025,East,Sweet 16,3,2025 Notre Dame,2,2025 TCU,62,71,-9,133,0
20213414,a,3414,2021,Midwest,Sweet 16,6,2021 Michigan,2,2021 Baylor,75,78,-3,153,0
20223414,a,3414,2022,East,Sweet 16,3,2022 Indiana,2,2022 Connecticut,58,75,-17,133,0
20233414,a,3414,2023,East,Sweet 16,6,2023 Colorado,2,2023 Iowa,77,87,-10,164,0
20253414a,a,3414,2025,West,Sweet 16,3,2025 Oklahoma,2,2025 Connecticut,59,82,-23,141,0
20214115,a,4115,2021,East,Elite Eight,1,2021 Stanford,2,2021 Louisville,78,63,15,141,1
20234115,a,4115,2023,South,Elite Eight,1,2023 South Carolina,2,2023 Maryland,86,75,11,161,1
20254215a,a,4215,2025,Midwest,Elite Eight,1,2025 South Carolina,2,2025 Duke,54,50,4,104,1
20224315,a,4315,2022,West,Elite Eight,1,2022 Stanford,2,2022 Texas,59,50,9,109,1
20254315a,a,4315,2025,East,Elite Eight,1,2025 Texas,2,2025 TCU,58,47,11,105,1
20214415,a,4415,2021,Midwest,Elite Eight,1,2021 Connecticut,2,2021 Baylor,69,67,2,136,1
20224415,a,4415,2022,East,Elite Eight,1,2022 North Carolina St.,2,2022 Connecticut,87,91,-4,178,0
20234415,a,4415,2023,East,Elite Eight,5,2023 Louisville,2,2023 Iowa,83,97,-14,180,0
20254415a,a,4415,2025,West,Elite Eight,1,2025 USC,2,2025 Connecticut,64,78,-14,142,0
20235516,a,5516,2023,Final Four,Final Four,1,2023 South Carolina,2,2023 Iowa,73,77,-4,150,0
20255516a,a,5516,2025,Final Four,Final Four,1,2025 UCLA,2,2025 Connecticut,51,85,-34,136,0
20225517,a,5517,2022,Final Four,Final Four,1,2022 Stanford,2,2022 Connecticut,58,63,-5,121,0
20225618,a,5618,2022,Final Four,Championship,1,2022 South Carolina,2,2022 Connecticut,64,49,15,113,1
20235618,b,5618,2023,Final Four,Championship,3,2023 LSU,2,2023 Iowa,102,85,17,187,1
20255618b,b,5618,2025,Final Four,Championship,1,2025 South Carolina,2,2025 Connecticut,59,82,-23,141,0
20211105,b,1105,2021,East,First Round,14,2021 Drexel,3,2021 Georgia,53,67,-14,120,0
20221105,b,1105,2022,South,First Round,14,2022 UT Arlington,3,2022 Iowa St.,71,78,-7,149,0
20231105,b,1105,2023,South,First Round,14,2023 Southern Utah,3,2023 Notre Dame,56,82,-26,138,0
20241105,b,1105,2024,South,First Round,14,2024 Eastern Washington,3,2024 Oregon St.,51,73,-22,124,0
20251105b,b,1105,2025,South,First Round,14,2025 San Diego St.,3,2025 LSU,48,103,-55,151,0
20211205,b,1205,2021,West,First Round,14,2021 Wyoming,3,2021 UCLA,48,69,-21,117,0
20221205,b,1205,2022,Midwest,First Round,14,2022 American,3,2022 Michigan,39,74,-35,113,0
20231205,b,1205,2023,Midwest,First Round,14,2023 Hawaii,3,2023 LSU,50,73,-23,123,0
20241205,b,1205,2024,Midwest,First Round,14,2024 Chattanooga,3,2024 North Carolina St.,45,64,-19,109,0
20251205b,b,1205,2025,Midwest,First Round,14,2025 Oregon St.,3,2025 North Carolina,49,70,-21,119,0
20211305,b,1305,2021,South,First Round,14,2021 Stony Brook,3,2021 Arizona,44,79,-35,123,0
20221305,b,1305,2022,West,First Round,14,2022 Jackson St.,3,2022 LSU,77,83,-6,160,0
20231305,b,1305,2023,West,First Round,14,2023 James Madison,3,2023 Ohio St.,66,80,-14,146,0
20241305,b,1305,2024,East,First Round,14,2024 Rice,3,2024 LSU,60,70,-10,130,0
20251305b,b,1305,2025,East,First Round,14,2025 Stephen F. Austin,3,2025 Notre Dame,54,106,-52,160,0
20211405,b,1405,2021,Midwest,First Round,14,2021 Middle Tennessee,3,2021 Tennessee,62,87,-25,149,0
20221405,b,1405,2022,East,First Round,14,2022 Charlotte,3,2022 Indiana,51,85,-34,136,0
20231405,b,1405,2023,East,First Round,14,2023 Iona,3,2023 Duke,49,89,-40,138,0
20241405,b,1405,2024,West,First Round,14,2024 Jackson St.,3,2024 Connecticut,64,86,-22,150,0
20251405b,b,1405,2025,West,First Round,14,2025 Florida Gulf Coast,3,2025 Oklahoma,58,81,-23,139,0
20212111,a,2111,2021,East,Second Round,6,2021 Oregon,3,2021 Georgia,57,50,7,107,1
20222111,a,2111,2022,South,Second Round,6,2022 Georgia,3,2022 Iowa St.,44,67,-23,111,0
20232111,a,2111,2023,South,Second Round,11,2023 Mississippi St.,3,2023 Notre Dame,48,53,-5,101,0
20242111,a,2111,2024,South,Second Round,6,2024 Nebraska,3,2024 Oregon St.,51,61,-10,112,0
20252111a,a,2111,2025,South,Second Round,6,2025 Florida St.,3,2025 LSU,71,101,-30,172,0
20212211,a,2211,2021,West,Second Round,6,2021 Texas,3,2021 UCLA,71,62,9,133,1
20222211,a,2211,2022,Midwest,Second Round,11,2022 Villanova,3,2022 Michigan,49,64,-15,113,0
20232211,a,2211,2023,Midwest,Second Round,6,2023 Michigan,3,2023 LSU,42,66,-24,108,0
20242211,a,2211,2024,Midwest,Second Round,6,2024 Tennessee,3,2024 North Carolina St.,72,79,-7,151,0
20252211a,a,2211,2025,Midwest,Second Round,6,2025 West Virginia,3,2025 North Carolina,47,58,-11,105,0
20212311,a,2311,2021,South,Second Round,11,2021 BYU,3,2021 Arizona,46,52,-6,98,0
20222311,a,2311,2022,West,Second Round,6,2022 Ohio St.,3,2022 LSU,79,64,15,143,1
20232311,a,2311,2023,West,Second Round,6,2023 North Carolina,3,2023 Ohio St.,69,71,-2,140,0
20242311,a,2311,2024,East,Second Round,11,2024 Middle Tennessee,3,2024 LSU,56,83,-27,139,0
20252311a,a,2311,2025,East,Second Round,6,2025 Michigan,3,2025 Notre Dame,55,76,-21,131,0
20212411,a,2411,2021,Midwest,Second Round,6,2021 Michigan,3,2021 Tennessee,70,55,15,125,1
20222411,a,2411,2022,East,Second Round,11,2022 Princeton,3,2022 Indiana,55,56,-1,111,0
20232411,a,2411,2023,East,Second Round,6,2023 Colorado,3,2023 Duke,61,53,8,114,1
20242411,a,2411,2024,West,Second Round,6,2024 Syracuse,3,2024 Connecticut,64,72,-8,136,0
20252411a,a,2411,2025,West,Second Round,6,2025 Iowa,3,2025 Oklahoma,62,96,-34,158,0
20223114,b,3114,2022,South,Sweet 16,10,2022 Creighton,3,2022 Iowa St.,76,68,8,144,1
20233114,b,3114,2023,South,Sweet 16,2,2023 Maryland,3,2023 Notre Dame,76,59,17,135,1
20243114,b,3114,2024,South,Sweet 16,2,2024 Notre Dame,3,2024 Oregon St.,65,70,-5,135,0
